family,side,bucket,band,n_markets,grey,avg_paid_c,realized_pct,bias_pp,ci_lo,ci_hi,vw_paid_c,vw_realized_pct,qty_contracts,n_trades,spread_med_c,spread_n_markets,fee_c,cost_c,exceeds_cost,max_single_loss_c
sports_game,yes,65-80,lt2m,13,True,74.25,92.31,-18.06,-26.8,-2.57,70.41,97.34,55365.2,419,5.0,33,1.34,6.34,False,31.2
sports_game,yes,80-90,lt2m,34,False,86.28,97.06,-10.78,-14.12,-4.75,85.75,99.99,375366.4,988,5.84,60,0.83,6.67,True,19.2
sports_game,yes,90-95,lt2m,83,False,92.8,98.8,-6.0,-7.34,-3.52,92.02,99.74,291217.3,2250,3.0,97,0.47,3.47,True,9.9
sports_game,yes,95-99,lt2m,192,False,98.44,100.0,-1.56,-1.64,-1.48,98.27,100.0,2138002.4,14463,1.54,165,0.11,1.65,False,3.6
sports_prop,no,01-05,10-60m,11211,False,1.53,0.98,0.55,0.36,0.73,1.8,0.95,58865809.3,247760,1.6,7875,0.11,1.71,False,99.0
sports_prop,no,05-10,10-60m,6031,False,7.02,5.64,1.38,0.78,1.99,6.99,4.92,37554968.9,205734,3.4,9856,0.46,3.86,False,95.0
sports_prop,no,10-20,10-60m,8100,False,14.48,12.26,2.22,1.54,2.94,14.01,10.53,45637108.1,330333,5.57,13324,0.87,6.44,False,90.0
sports_prop,no,20-35,10-60m,10094,False,27.26,24.73,2.54,1.74,3.34,27.08,22.66,63352275.3,530817,7.61,16666,1.39,9.0,False,80.0
sports_prop,no,35-50,10-60m,11540,False,42.6,40.42,2.18,1.27,2.97,42.67,40.42,80677212.2,760619,15.42,23012,1.71,17.13,False,65.0
sports_prop,no,45-55(null),10-60m,11058,False,49.69,48.02,1.67,0.79,2.56,49.8,50.54,70164276.6,652555,29.31,57333,1.75,31.06,False,55.0
sports_prop,no,50-65,10-60m,13148,False,57.16,56.28,0.88,0.04,1.76,56.71,60.06,109479310.7,991634,43.19,34321,1.71,44.91,False,50.0
sports_prop,no,65-80,10-60m,14880,False,72.49,71.25,1.24,0.54,1.99,72.36,74.87,106251594.5,913211,16.35,31411,1.4,17.75,False,35.0
sports_prop,no,80-90,10-60m,16655,False,85.09,83.79,1.3,0.73,1.86,85.1,88.95,79571675.6,690994,9.89,29539,0.89,10.78,False,20.0
sports_prop,no,90-95,10-60m,16480,False,92.34,90.65,1.69,1.28,2.13,92.13,95.86,70480884.5,479841,5.37,23841,0.49,5.87,False,10.0
sports_prop,no,95-99,10-60m,25529,False,97.71,95.72,1.99,1.75,2.23,97.31,97.82,100121598.7,653587,1.96,16513,0.16,2.11,False,5.0
sports_prop,no,01-05,2-5m,6566,False,1.24,0.08,1.17,1.1,1.23,1.32,0.08,33007808.4,123265,1.6,2772,0.09,1.69,False,99.0
sports_prop,no,05-10,2-5m,1309,False,6.63,0.61,6.02,5.57,6.42,6.51,0.07,4083386.1,23933,3.54,2074,0.43,3.97,True,95.0
sports_prop,no,10-20,2-5m,1128,False,13.53,2.75,10.78,9.79,11.7,13.81,5.44,2622497.1,22384,6.48,1849,0.82,7.3,True,90.0
sports_prop,no,20-35,2-5m,752,False,25.62,8.24,17.37,15.44,19.21,26.14,12.07,1800948.8,17297,11.97,1447,1.33,13.3,True,78.5
sports_prop,no,35-50,2-5m,489,False,41.12,28.02,13.11,9.18,16.84,42.41,43.66,1069133.5,9027,39.5,1228,1.69,41.19,False,65.0
sports_prop,no,45-55(null),2-5m,379,False,49.49,46.44,3.05,-1.68,7.79,48.43,57.99,543655.7,5222,52.25,3181,1.75,54.0,False,55.0
sports_prop,no,50-65,2-5m,485,False,57.48,63.92,-6.44,-10.35,-2.16,58.01,69.58,831843.1,8638,65.0,1953,1.71,66.71,False,50.0
sports_prop,no,65-80,2-5m,921,False,74.16,88.93,-14.77,-16.58,-12.59,73.63,83.9,1844098.8,20913,22.0,2249,1.34,23.34,False,35.0
sports_prop,no,80-90,2-5m,1818,False,85.9,95.98,-10.09,-10.96,-9.16,85.21,93.47,3329529.0,35515,8.18,2979,0.85,9.03,True,20.0
sports_prop,no,90-95,2-5m,2769,False,92.61,98.19,-5.59,-6.07,-5.09,92.33,98.05,3528487.0,37481,4.5,3483,0.48,4.98,True,10.0
sports_prop,no,95-99,2-5m,7413,False,98.18,99.49,-1.31,-1.47,-1.14,98.03,99.58,20678303.4,121144,1.6,3792,0.13,1.73,False,5.0
sports_prop,no,01-05,5-10m,6864,False,1.48,0.28,1.2,1.06,1.32,1.7,0.19,37543574.3,151990,1.53,4221,0.1,1.63,False,99.0
sports_prop,no,05-10,5-10m,2504,False,6.78,1.96,4.82,4.24,5.35,6.63,2.37,13561224.4,74845,3.1,3848,0.44,3.55,True,95.0
sports_prop,no,10-20,5-10m,2521,False,13.92,5.08,8.84,8.0,9.64,13.73,6.12,8126082.8,62828,5.39,4017,0.84,6.23,True,90.0
sports_prop,no,20-35,5-10m,2165,False,26.22,14.5,11.71,10.21,13.07,26.29,12.86,5158312.2,53096,9.0,3697,1.35,10.35,True,80.0
sports_prop,no,35-50,5-10m,1768,False,41.49,33.37,8.12,5.69,10.14,41.7,30.7,4233028.4,43971,21.0,3786,1.7,22.7,False,65.0
sports_prop,no,45-55(null),5-10m,1463,False,49.49,47.1,2.4,-0.12,4.84,49.48,48.31,2345718.2,27704,39.99,9854,1.75,41.74,False,55.0
sports_prop,no,50-65,5-10m,1926,False,57.74,60.9,-3.16,-5.3,-0.95,57.72,68.5,4545491.9,52865,58.98,6068,1.71,60.69,False,50.0
sports_prop,no,65-80,5-10m,3000,False,73.53,81.47,-7.94,-9.38,-6.62,72.96,87.61,8759490.9,93398,17.7,6528,1.36,19.06,False,35.0
sports_prop,no,80-90,5-10m,4475,False,85.49,92.0,-6.51,-7.29,-5.73,85.0,91.54,10865050.2,109770,8.14,6919,0.87,9.01,False,20.0
sports_prop,no,90-95,5-10m,5828,False,92.61,96.28,-3.66,-4.12,-3.18,92.64,97.45,13975412.6,100231,4.5,6603,0.48,4.98,False,10.0
sports_prop,no,95-99,5-10m,13552,False,97.96,98.86,-0.9,-1.07,-0.71,97.61,98.91,31084187.5,212183,1.64,6297,0.14,1.78,False,5.0
sports_prop,no,01-05,gt60m,6232,False,1.4,2.05,-0.65,-1.01,-0.33,1.93,5.58,15967683.5,74683,1.49,5371,0.1,1.59,False,99.0
sports_prop,no,05-10,gt60m,3343,False,7.3,10.56,-3.26,-4.31,-2.2,7.16,15.36,11062682.2,64299,5.23,8729,0.47,5.7,False,95.0
sports_prop,no,10-20,gt60m,6221,False,14.78,16.91,-2.13,-3.02,-1.19,14.21,21.59,22001202.5,162567,7.0,13534,0.88,7.88,False,90.0
sports_prop,no,20-35,gt60m,10154,False,27.82,29.45,-1.62,-2.48,-0.74,27.78,33.88,40296324.8,337447,13.32,27500,1.41,14.73,False,80.0
sports_prop,no,35-50,gt60m,14467,False,43.1,42.55,0.55,-0.28,1.38,43.4,43.86,92802419.6,756611,39.52,52378,1.72,41.23,False,65.0
sports_prop,no,45-55(null),gt60m,14114,False,49.78,48.53,1.24,0.41,2.09,49.81,52.14,94193404.2,766617,48.06,124360,1.75,49.81,False,55.0
sports_prop,no,50-65,gt60m,17840,False,56.78,55.02,1.76,1.07,2.47,56.54,59.98,142586652.4,1113930,56.6,71982,1.72,58.31,False,50.0
sports_prop,no,65-80,gt60m,17191,False,71.92,68.32,3.6,2.9,4.31,71.97,69.39,74810758.7,655373,18.27,57578,1.41,19.68,False,35.0
sports_prop,no,80-90,gt60m,15796,False,84.62,79.46,5.16,4.54,5.82,84.55,79.93,44279704.4,408422,10.53,49367,0.91,11.44,False,20.0
sports_prop,no,90-95,gt60m,12586,False,92.16,86.51,5.65,5.08,6.25,92.16,88.61,31268101.3,223259,5.9,35051,0.51,6.41,False,10.0
sports_prop,no,95-99,gt60m,15546,False,97.5,92.58,4.92,4.53,5.33,97.42,96.04,49749578.4,252240,2.69,20770,0.17,2.86,True,5.0
sports_prop,no,01-05,lt2m,6258,False,1.04,0.05,0.99,0.93,1.04,1.09,0.04,21859968.7,103637,1.66,979,0.07,1.73,False,99.0
sports_prop,no,05-10,lt2m,358,False,6.52,0.0,6.52,6.39,6.67,6.66,0.0,807455.7,5135,4.46,628,0.43,4.89,True,
sports_prop,no,10-20,lt2m,290,False,13.35,1.72,11.63,9.9,12.96,14.18,1.72,441140.1,3960,8.47,567,0.81,9.28,True,89.7
sports_prop,no,20-35,lt2m,179,False,25.69,6.15,19.54,16.03,22.82,26.73,4.87,449200.3,3304,14.23,443,1.34,15.57,True,77.8
sports_prop,no,35-50,lt2m,102,False,40.4,28.43,11.97,3.16,20.62,43.67,42.6,143137.9,1334,53.0,485,1.69,54.69,False,62.0
sports_prop,no,45-55(null),lt2m,72,False,49.93,54.17,-4.24,-16.68,6.52,50.56,56.17,135901.0,952,60.5,1292,1.75,62.25,False,55.0
sports_prop,no,50-65,lt2m,96,False,57.7,65.62,-7.92,-17.82,1.89,56.31,68.71,177527.5,1531,68.0,807,1.71,69.71,False,49.8
sports_prop,no,65-80,lt2m,198,False,73.9,92.93,-19.03,-21.99,-15.18,73.04,85.5,319708.6,3271,20.0,671,1.35,21.35,False,35.0
sports_prop,no,80-90,lt2m,455,False,86.18,97.58,-11.41,-12.57,-9.94,85.28,99.81,531498.1,6281,9.1,930,0.83,9.93,True,20.0
sports_prop,no,90-95,lt2m,875,False,92.7,99.09,-6.38,-6.93,-5.66,92.13,99.92,779793.9,9921,5.0,1176,0.47,5.47,True,10.0
sports_prop,no,95-99,lt2m,2716,False,98.42,99.78,-1.36,-1.53,-1.17,98.25,99.99,6277451.6,42216,1.67,1459,0.11,1.78,False,5.0
sports_prop,yes,01-05,10-60m,12619,False,2.15,1.81,0.34,0.08,0.58,2.32,0.74,127430383.8,429056,1.96,16513,0.15,2.1,False,99.0
sports_prop,yes,05-10,10-60m,11160,False,7.0,6.03,0.97,0.52,1.42,7.1,2.75,132470780.9,722348,5.37,23841,0.46,5.83,False,95.0
sports_prop,yes,10-20,10-60m,14102,False,14.48,13.01,1.47,0.94,1.98,13.86,8.47,162561637.3,1262563,9.89,29539,0.87,10.76,False,90.0
sports_prop,yes,20-35,10-60m,16241,False,26.99,24.51,2.48,1.85,3.11,27.29,19.99,238742872.8,2044422,16.35,31411,1.38,17.73,False,80.0
sports_prop,yes,35-50,10-60m,15657,False,42.31,37.87,4.45,3.69,5.21,42.41,40.16,196792897.6,1896291,43.19,34321,1.71,44.9,False,65.0
sports_prop,yes,45-55(null),10-60m,14213,False,49.44,45.46,3.99,3.16,4.88,49.48,52.48,142950639.8,1335613,29.31,57333,1.75,31.06,False,55.0
sports_prop,yes,50-65,10-60m,15233,False,56.74,53.25,3.49,2.7,4.31,56.52,58.83,183946632.9,1725901,15.42,23012,1.72,17.14,False,50.0
sports_prop,yes,65-80,10-60m,15700,False,72.16,67.41,4.75,4.06,5.49,71.98,77.68,162264287.1,1521508,7.61,16666,1.41,9.02,False,35.0
sports_prop,yes,80-90,10-60m,14359,False,84.71,80.37,4.34,3.77,5.01,84.91,89.4,108293146.8,877313,5.57,13324,0.91,6.48,False,20.0
sports_prop,yes,90-95,10-60m,13696,False,92.2,88.82,3.38,2.89,3.91,92.07,94.34,84401084.0,503476,3.4,9856,0.5,3.9,False,10.0
sports_prop,yes,95-99,10-60m,14959,False,97.76,93.38,4.39,4.02,4.75,97.31,97.73,109412751.6,599002,1.6,7875,0.15,1.75,True,5.0
sports_prop,yes,01-05,2-5m,6675,False,1.41,0.1,1.3,1.22,1.37,1.45,0.05,37427041.7,97787,1.6,3792,0.1,1.7,False,99.0
sports_prop,yes,05-10,2-5m,1980,False,6.75,0.71,6.04,5.65,6.39,6.52,0.49,7193104.3,46838,4.5,3483,0.44,4.94,True,94.5
sports_prop,yes,10-20,2-5m,1831,False,13.61,3.44,10.17,9.32,10.93,13.59,3.73,4607454.7,45883,8.18,2979,0.82,9.0,True,90.0
sports_prop,yes,20-35,2-5m,1133,False,25.21,9.62,15.59,13.82,17.32,25.64,8.17,2900652.3,33770,22.0,2249,1.32,23.32,False,80.0
sports_prop,yes,35-50,2-5m,674,False,41.48,28.93,12.55,9.39,15.73,42.33,41.54,1572862.9,16956,65.0,1953,1.7,66.7,False,65.0
sports_prop,yes,45-55(null),2-5m,525,False,49.46,46.48,2.98,-1.04,7.18,48.6,59.4,898205.0,9063,52.25,3181,1.75,54.0,False,55.0
sports_prop,yes,50-65,2-5m,621,False,57.42,60.39,-2.97,-6.61,0.57,57.4,65.01,1152486.5,14509,39.5,1228,1.71,41.21,False,50.0
sports_prop,yes,65-80,2-5m,942,False,73.59,84.18,-10.59,-12.91,-8.32,73.55,86.72,2694476.3,30668,11.97,1447,1.36,13.33,False,35.0
sports_prop,yes,80-90,2-5m,1544,False,85.68,93.98,-8.3,-9.52,-7.11,85.45,94.76,5212796.5,44155,6.48,1849,0.86,7.34,True,20.0
sports_prop,yes,90-95,2-5m,2099,False,92.37,97.57,-5.2,-5.83,-4.54,92.41,99.73,6254670.8,45508,3.54,2074,0.49,4.03,True,10.0
sports_prop,yes,95-99,2-5m,4198,False,98.16,99.19,-1.03,-1.29,-0.77,98.21,99.96,35705297.3,203931,1.6,2772,0.13,1.73,False,5.0
sports_prop,yes,01-05,5-10m,7415,False,1.69,0.46,1.23,1.06,1.38,1.77,0.55,59707485.2,161393,1.64,6297,0.12,1.76,False,99.0
sports_prop,yes,05-10,5-10m,3612,False,6.86,2.02,4.84,4.42,5.3,6.67,1.51,22775143.9,137145,4.5,6603,0.45,4.95,False,95.0
sports_prop,yes,10-20,5-10m,3965,False,14.02,5.73,8.3,7.56,8.97,13.86,4.62,15527782.1,141835,8.14,6919,0.84,8.98,False,90.0
sports_prop,yes,20-35,5-10m,3338,False,26.04,14.95,11.09,9.98,12.22,26.34,10.3,12258274.8,133871,17.7,6528,1.35,19.04,False,80.0
sports_prop,yes,35-50,5-10m,2458,False,41.36,31.86,9.51,7.69,11.46,42.0,33.66,8108315.3,96429,58.98,6068,1.7,60.68,False,65.0
sports_prop,yes,45-55(null),5-10m,1925,False,49.36,45.4,3.96,1.65,6.2,49.47,54.25,5080692.1,55916,39.99,9854,1.75,41.74,False,55.0
sports_prop,yes,50-65,5-10m,2269,False,57.38,57.96,-0.58,-2.41,1.32,57.3,69.83,8058197.5,86938,21.0,3786,1.71,22.71,False,50.0
sports_prop,yes,65-80,5-10m,2975,False,73.2,78.82,-5.62,-7.16,-4.08,72.66,89.26,10807135.5,122326,9.0,3697,1.37,10.37,False,35.0
sports_prop,yes,80-90,5-10m,3707,False,85.2,89.4,-4.2,-5.15,-3.24,85.04,95.19,14958022.9,136912,5.39,4017,0.88,6.28,False,20.0
sports_prop,yes,90-95,5-10m,4060,False,92.23,94.78,-2.54,-3.23,-1.83,92.43,97.86,20026493.6,121637,3.1,3848,0.5,3.6,False,10.0
sports_prop,yes,95-99,5-10m,6019,False,97.78,97.71,0.08,-0.3,0.44,97.62,99.23,48675274.0,260367,1.53,4221,0.15,1.68,False,5.0
sports_prop,yes,01-05,gt60m,9502,False,2.36,3.18,-0.82,-1.17,-0.48,2.37,1.42,227923218.2,427512,2.69,20770,0.16,2.85,False,99.0
sports_prop,yes,05-10,gt60m,12334,False,7.23,7.9,-0.67,-1.16,-0.19,7.04,7.11,181056870.2,762380,5.9,35051,0.47,6.37,False,95.0
sports_prop,yes,10-20,gt60m,19375,False,14.62,14.52,0.1,-0.38,0.62,13.99,13.75,175574250.7,1238377,10.53,49367,0.87,11.4,False,90.0
sports_prop,yes,20-35,gt60m,23983,False,27.07,25.7,1.38,0.83,1.96,27.32,26.06,238996076.8,1964430,18.27,57578,1.38,19.65,False,80.0
sports_prop,yes,35-50,gt60m,25364,False,42.45,39.19,3.26,2.67,3.84,42.61,33.81,442651535.0,3279298,56.6,71982,1.71,58.31,False,65.0
sports_prop,yes,45-55(null),gt60m,21505,False,49.41,45.12,4.28,3.66,4.97,49.41,56.13,255043053.6,2014775,48.06,124360,1.75,49.81,False,55.0
sports_prop,yes,50-65,gt60m,22911,False,56.27,51.61,4.66,4.03,5.27,56.37,56.05,295763126.1,2408837,39.52,52378,1.72,41.24,False,50.0
sports_prop,yes,65-80,gt60m,19369,False,71.6,64.82,6.78,6.11,7.44,71.12,62.63,116347123.6,1108880,13.32,27500,1.42,14.75,False,35.0
sports_prop,yes,80-90,gt60m,14000,False,84.49,75.99,8.5,7.82,9.18,84.68,76.78,56489677.6,486167,7.0,13534,0.92,7.92,True,20.0
sports_prop,yes,90-95,gt60m,13016,False,92.33,86.04,6.29,5.71,6.86,91.72,78.28,27339647.8,206565,5.23,8729,0.5,5.72,True,10.0
sports_prop,yes,95-99,gt60m,15663,False,98.1,92.24,5.86,5.47,6.25,97.38,84.69,24053590.6,213444,1.49,5371,0.13,1.63,True,5.0
sports_prop,yes,01-05,lt2m,5473,False,1.13,0.05,1.07,1.0,1.12,1.18,0.03,15733073.4,42041,1.67,1459,0.08,1.74,False,99.0
sports_prop,yes,05-10,lt2m,604,False,6.72,0.17,6.55,6.12,6.81,6.79,0.0,885394.4,8529,5.0,1176,0.44,5.44,True,91.0
sports_prop,yes,10-20,lt2m,469,False,13.19,1.71,11.48,10.17,12.51,13.9,0.5,763159.8,7941,9.1,930,0.8,9.9,True,86.1
sports_prop,yes,20-35,lt2m,239,False,25.14,6.69,18.45,15.09,21.37,25.95,5.31,396633.5,5032,20.0,671,1.32,21.32,False,80.0
sports_prop,yes,35-50,lt2m,144,False,41.07,21.53,19.54,12.21,25.78,41.93,46.47,174313.8,2448,68.0,807,1.69,69.69,False,62.5
sports_prop,yes,45-55(null),lt2m,107,False,49.45,40.19,9.26,-0.32,18.29,50.38,67.8,136604.8,1769,60.5,1292,1.75,62.25,False,55.0
sports_prop,yes,50-65,lt2m,131,False,57.52,57.25,0.27,-7.34,8.32,56.04,70.91,191704.0,2406,53.0,485,1.71,54.71,False,50.0
sports_prop,yes,65-80,lt2m,241,False,73.81,86.31,-12.5,-16.75,-7.84,73.79,90.67,444904.1,5495,14.23,443,1.35,15.58,False,35.0
sports_prop,yes,80-90,lt2m,449,False,86.06,96.21,-10.16,-11.87,-8.5,85.63,99.31,725708.5,7624,8.47,567,0.84,9.31,True,20.0
sports_prop,yes,90-95,lt2m,726,False,92.4,98.48,-6.08,-6.91,-5.18,92.39,99.41,1287681.1,10602,4.46,628,0.49,4.96,True,10.0
sports_prop,yes,95-99,lt2m,1826,False,98.49,99.62,-1.13,-1.38,-0.82,98.15,99.74,9461433.2,55465,1.66,979,0.1,1.76,False,5.0
