date,eligible_orders,fill_rate,filled_orders,track
2026-07-12,65584,0.0616461332032203,4043,OPTIMISTIC_AT_TOUCH
2026-07-12,64472,0.02399491252016379,1547,QUEUE_PESSIMISTIC
2026-07-12,65584,0.01890705050012198,1240,STRICT_THROUGH
2026-07-15,69467,0.07831056472857616,5440,OPTIMISTIC_AT_TOUCH
2026-07-15,68046,0.03625488640037622,2467,QUEUE_PESSIMISTIC
2026-07-15,69467,0.029323275800020154,2037,STRICT_THROUGH
2026-07-17,62430,0.08125901009130226,5073,OPTIMISTIC_AT_TOUCH
2026-07-17,61009,0.03497844580307823,2134,QUEUE_PESSIMISTIC
2026-07-17,62430,0.02750280313951626,1717,STRICT_THROUGH
