date,latency_id,cancel_timer_us,track,refill_group,horizon_us,total_slices,observed_slices,censored_slices,total_filled_count_e4,observed_count_e4,censored_count_e4,weighted_gross_sum_e8,weighted_censored_entry_price_sum_e8,weighted_gross_lower_sum_e8,weighted_gross_upper_sum_e8,coverage_count_num_e4,coverage_count_den_e4,mean_gross_e4
2026-07-12,STRESS,200000,STRICT_THROUGH,REFILL_BY_TIMER,200000,356,354,8,3426500,3358000,68500,-492200000,223570000,-715770000,-30770000,3358000,3426500,-146.57534246575344
2026-07-12,STRESS,200000,STRICT_THROUGH,REFILL_BY_TIMER,500000,356,336,27,3426500,3189200,237300,-447210000,1142670000,-1589880000,783120000,3189200,3426500,-140.22638906308794
2026-07-12,STRESS,200000,STRICT_THROUGH,REFILL_BY_TIMER,1000000,356,312,46,3426500,2987900,438600,-393940000,2049790000,-2443730000,1942270000,2987900,3426500,-131.84510860470564
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,100000,1468,1377,97,14016200,13085400,930800,-1142960000,4399500000,-5542460000,3765540000,13085400,14016200,-87.34620263805462
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,200000,1468,1415,62,14016200,13449900,566300,-1128270000,2646330000,-3774600000,1888400000,13449900,14016200,-83.88686904735351
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,500000,1468,1289,186,14016200,12280500,1735700,-1078770000,8368000000,-9446770000,7910230000,12280500,14016200,-87.84414315378038
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,1000000,1468,1225,254,14016200,11595900,2420300,-1050320000,11092490000,-12142810000,12060190000,11595900,14016200,-90.57684181477936
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,100000,2060,1949,121,19795600,18658100,1137500,-686160000,5268940000,-5955100000,5419900000,18658100,19795600,-36.77544873272198
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,200000,2060,2001,73,19795600,19121900,673700,-709970000,3005790000,-3715760000,3021240000,19121900,19795600,-37.12863261495981
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,500000,2060,1878,195,19795600,18009600,1786000,-661740000,8978790000,-9640530000,8219470000,18009600,19795600,-36.74373667377399
2026-07-12,STRESS,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,1000000,2060,1813,257,19795600,17348000,2447600,-624410000,12580740000,-13205150000,11270850000,17348000,19795600,-35.99319806317731
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,100000,624,611,15,5956300,5816100,140200,-898480000,626260000,-1524740000,-122740000,5816100,5956300,-154.48152542081465
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,200000,624,617,9,5956300,5877300,79000,-865810000,251440000,-1117250000,-327250000,5877300,5956300,-147.3142429346809
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,500000,624,567,63,5956300,5377900,578400,-813180000,2606050000,-3419230000,2364770000,5377900,5956300,-151.20772048569145
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,1000000,624,533,100,5956300,4985500,970800,-761850000,4398620000,-5160470000,4547530000,4985500,5956300,-152.81315815866012
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,100000,440,431,16,4246600,4113200,133400,-543050000,465880000,-1008930000,325070000,4113200,4246600,-132.02615968102694
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,200000,440,438,11,4246600,4170500,76100,-542190000,220140000,-762330000,-1330000,4170500,4246600,-130.00599448507373
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,500000,440,411,38,4246600,3914300,332300,-484950000,1711670000,-2196620000,1126380000,3914300,4246600,-123.89188360626422
2026-07-12,STRESS,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,1000000,440,389,55,4246600,3719000,527600,-450430000,2496390000,-2946820000,2329180000,3719000,4246600,-121.11589136864748
2026-07-12,STRESS,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,100000,582,569,14,5527300,5396900,130400,-887660000,598820000,-1486480000,-182480000,5396900,5527300,-164.4759028331079
2026-07-12,STRESS,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,200000,582,575,9,5527300,5443400,83900,-856280000,276920000,-1133200000,-294200000,5443400,5527300,-157.3060954550465
2026-07-12,STRESS,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,500000,582,527,61,5527300,4969300,558000,-808810000,2495810000,-3304620000,2275380000,4969300,5527300,-162.76135471796832
2026-07-12,STRESS,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,1000000,582,497,94,5527300,4616900,910400,-749850000,4060380000,-4810230000,4293770000,4616900,5527300,-162.41417401286577
2026-07-12,STRESS,300000,STRICT_THROUGH,REFILL_BY_TIMER,100000,409,402,14,3908900,3788600,120300,-577050000,380460000,-957510000,245490000,3788600,3908900,-152.31219975716624
2026-07-12,STRESS,300000,STRICT_THROUGH,REFILL_BY_TIMER,200000,409,407,11,3908900,3825900,83000,-575440000,255720000,-831160000,-1160000,3825900,3908900,-150.4064403146972
2026-07-12,STRESS,300000,STRICT_THROUGH,REFILL_BY_TIMER,500000,409,383,35,3908900,3606600,302300,-510450000,1533670000,-2044120000,978880000,3606600,3908900,-141.53219098319747
2026-07-12,STRESS,300000,STRICT_THROUGH,REFILL_BY_TIMER,1000000,409,359,54,3908900,3391300,517600,-460680000,2402390000,-2863070000,2312930000,3391300,3908900,-135.84171261758027
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,100000,3689,3604,107,35726700,34768000,958700,-5023370000,4370590000,-9393960000,193040000,34768000,35726700,-144.48257017947537
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,200000,3689,3637,71,35726700,35095800,630900,-5266960000,3073360000,-8340320000,-2031320000,35095800,35726700,-150.0737980043196
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,500000,3689,3330,376,35726700,32148500,3578200,-5250350000,16846130000,-22096480000,13685520000,32148500,35726700,-163.31555126988818
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,1000000,3689,3223,482,35726700,31144000,4582700,-5061890000,21102270000,-26164160000,19662840000,31144000,35726700,-162.53178782430004
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,100000,2815,2732,94,26993000,26145100,847900,-1262290000,3902970000,-5165260000,3313740000,26145100,26993000,-48.28017487024337
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,200000,2815,2759,69,26993000,26402700,590300,-1315510000,2613720000,-3929230000,1973770000,26402700,26993000,-49.82482852132547
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,500000,2815,2531,295,26993000,24259100,2733900,-1220070000,13770740000,-14990810000,12348190000,24259100,26993000,-50.293292001764286
2026-07-15,FAST,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,1000000,2815,2405,417,26993000,23033300,3959700,-1085400000,20144750000,-21230150000,18366850000,23033300,26993000,-47.1230783257284
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,100000,2140,2098,54,20788200,20309200,479000,-4186190000,1838780000,-6024970000,-1234970000,20309200,20788200,-206.12284087999527
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,200000,2140,2115,35,20788200,20483900,304300,-4354260000,1244590000,-5598850000,-2555850000,20483900,20788200,-212.56987194821298
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,500000,2140,1952,196,20788200,18945300,1842900,-4275910000,8604730000,-12880640000,5548360000,18945300,20788200,-225.69766643969746
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,1000000,2140,1899,250,20788200,18407700,2380500,-4065990000,11090890000,-15156880000,8648120000,18407700,20788200,-220.8852817027657
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,100000,1479,1460,29,14386900,14127100,259800,-1127930000,1218860000,-2346790000,251210000,14127100,14386900,-79.84158107467208
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,200000,1479,1465,25,14386900,14170900,216000,-1153070000,949530000,-2102600000,57400000,14170900,14386900,-81.36886154019858
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,500000,1479,1341,146,14386900,13000500,1386400,-1047120000,6797720000,-7844840000,6019160000,13000500,14386900,-80.54459443867543
2026-07-15,FAST,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,1000000,1479,1281,204,14386900,12449900,1937000,-891450000,9870290000,-10761740000,8608260000,12449900,14386900,-71.60298476292982
2026-07-15,FAST,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,100000,1862,1825,48,18006700,17581200,425500,-4019050000,1759930000,-5778980000,-1523980000,17581200,18006700,-228.59929925147316
2026-07-15,FAST,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,200000,1862,1840,32,18006700,17732400,274300,-4177160000,1184590000,-5361750000,-2618750000,17732400,18006700,-235.56653357695518
2026-07-15,FAST,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,500000,1862,1709,161,18006700,16499700,1507000,-4110130000,7076420000,-11186550000,3883450000,16499700,18006700,-249.1033170300066
2026-07-15,FAST,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,1000000,1862,1669,199,18006700,16100500,1906200,-3916160000,8787100000,-12703260000,6358740000,16100500,18006700,-243.2321977578336
2026-07-15,FAST,200000,STRICT_THROUGH,REFILL_BY_TIMER,100000,723,715,9,7030700,6954300,76400,-928250000,332160000,-1260410000,-496410000,6954300,7030700,-133.47856721740507
2026-07-15,FAST,200000,STRICT_THROUGH,REFILL_BY_TIMER,200000,723,716,11,7030700,6940900,89800,-948070000,307320000,-1255390000,-357390000,6940900,7030700,-136.59179645290956
2026-07-15,FAST,200000,STRICT_THROUGH,REFILL_BY_TIMER,500000,723,677,49,7030700,6575700,455000,-852700000,1940020000,-2792720000,1757280000,6575700,7030700,-129.67440728743708
2026-07-15,FAST,200000,STRICT_THROUGH,REFILL_BY_TIMER,1000000,723,646,80,7030700,6272600,758100,-769110000,4040100000,-4809210000,2771790000,6272600,7030700,-122.61422695532953
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,100000,4680,4548,155,45173200,43799800,1373400,-5931430000,6115340000,-12046770000,1687230000,43799800,45173200,-135.42139461824027
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,200000,4680,4605,98,45173200,44331400,841800,-6169470000,3930940000,-10100410000,-1682410000,44331400,45173200,-139.1670463824738
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,500000,4680,4184,517,45173200,40233800,4939400,-6122590000,23436770000,-29559360000,19834640000,40233800,45173200,-152.1752854565067
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,1000000,4680,4064,633,45173200,39147300,6025900,-5937100000,28048550000,-33985650000,26273350000,39147300,45173200,-151.66052320338824
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,100000,3028,2930,111,29045100,28045400,999700,-1341590000,4591730000,-5933320000,4063680000,28045400,29045100,-47.83636532194228
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,200000,3028,2964,78,29045100,28372700,672400,-1398530000,2942350000,-4340880000,2383120000,28372700,29045100,-49.29139630701343
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,500000,3028,2726,314,29045100,26136200,2908900,-1286740000,14724240000,-16010980000,13078020000,26136200,29045100,-49.232099540101466
2026-07-15,FAST,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,1000000,3028,2588,447,29045100,24795400,4249700,-1149420000,21841750000,-22991170000,19505830000,24795400,29045100,-46.35617896867967
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,100000,2744,2681,75,26620200,25955200,665000,-4958960000,2500230000,-7459190000,-809190000,25955200,26620200,-191.05843915670079
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,200000,2744,2707,49,26620200,26191000,429200,-5109530000,1677560000,-6787090000,-2495090000,26191000,26620200,-195.08724370967127
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,500000,2744,2493,262,26620200,24128000,2492200,-4979840000,11634010000,-16613850000,8308150000,24128000,26620200,-206.3925729442971
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,1000000,2744,2426,327,26620200,23496200,3124000,-4762600000,14377590000,-19140190000,12099810000,23496200,26620200,-202.6966062597356
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,100000,1604,1573,42,15606400,15230400,376000,-1214230000,1752340000,-2966570000,793430000,15230400,15606400,-79.72410442273348
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,200000,1604,1584,31,15606400,15333900,272500,-1241070000,1159880000,-2400950000,324050000,15333900,15606400,-80.9363566998611
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,500000,1604,1456,157,15606400,14115000,1491400,-1115770000,7444220000,-8559990000,6354010000,14115000,15606400,-79.04852993269571
2026-07-15,FAST,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,1000000,1604,1391,219,15606400,13529400,2077000,-971450000,10736290000,-11707740000,9062260000,13529400,15606400,-71.80288852425089
2026-07-15,FAST,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,100000,2370,2315,65,22895100,22318600,576500,-4757650000,2282880000,-7040530000,-1275530000,22318600,22895100,-213.1697328685491
2026-07-15,FAST,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,200000,2370,2338,44,22895100,22513300,381800,-4914220000,1546980000,-6461200000,-2643200000,22513300,22895100,-218.28074960134677
2026-07-15,FAST,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,500000,2370,2172,209,22895100,20916200,1978900,-4799850000,9383120000,-14182970000,5606030000,20916200,22895100,-229.4800202713686
2026-07-15,FAST,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,1000000,2370,2119,257,22895100,20427100,2468000,-4602300000,11247640000,-15849940000,8830060000,20427100,22895100,-225.30364075174646
2026-07-15,FAST,300000,STRICT_THROUGH,REFILL_BY_TIMER,100000,780,769,13,7590200,7477600,112600,-993550000,481640000,-1475190000,-349190000,7477600,7590200,-132.87017224778003
2026-07-15,FAST,300000,STRICT_THROUGH,REFILL_BY_TIMER,200000,780,772,12,7590200,7493900,96300,-1010070000,319670000,-1329740000,-366740000,7493900,7590200,-134.785625642189
2026-07-15,FAST,300000,STRICT_THROUGH,REFILL_BY_TIMER,500000,780,731,52,7590200,7105200,485000,-901350000,2167020000,-3068370000,1781630000,7105200,7590200,-126.85779429150482
2026-07-15,FAST,300000,STRICT_THROUGH,REFILL_BY_TIMER,1000000,780,700,83,7590200,6802100,788100,-817110000,4230100000,-5047210000,2833790000,6802100,7590200,-120.12613751635524
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,100000,2759,2677,101,26730000,25838600,891400,-3257410000,4040200000,-7297610000,1616390000,25838600,26730000,-126.06758880125084
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,200000,2759,2715,60,26730000,26215000,515000,-3348750000,2529290000,-5878040000,-728040000,26215000,26730000,-127.74175090596987
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,500000,2759,2447,326,26730000,23562800,3167200,-3286840000,15051810000,-18338650000,13333350000,23562800,26730000,-139.49275977388086
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,1000000,2759,2398,373,26730000,23150700,3579300,-3280950000,16476610000,-19757560000,16035440000,23150700,26730000,-141.7214166310306
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,100000,2793,2709,96,26802800,25935100,867700,-1277590000,3981410000,-5259000000,3418000000,25935100,26802800,-49.26104005768244
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,200000,2793,2737,68,26802800,26217500,585300,-1322310000,2609220000,-3931530000,1921470000,26217500,26802800,-50.43615905406694
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,500000,2793,2509,294,26802800,24071600,2731200,-1210720000,13767580000,-14978300000,12333700000,24071600,26802800,-50.296615098290104
2026-07-15,PRIMARY,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,1000000,2793,2390,410,26802800,22878700,3924100,-1106150000,19943740000,-21049890000,18191110000,22878700,26802800,-48.34846385502673
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,100000,1485,1446,46,14383800,13973600,410200,-2672950000,1724140000,-4397090000,-295090000,13973600,14383800,-191.2857101963703
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,200000,1485,1468,25,14383800,14167700,216100,-2726390000,1002970000,-3729360000,-1568360000,14167700,14383800,-192.43702224073067
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,500000,1485,1345,147,14383800,12955600,1428200,-2604690000,6766510000,-9371200000,4910800000,12955600,14383800,-201.0474235079811
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,1000000,1485,1318,172,14383800,12707200,1676600,-2562570000,7792220000,-10354790000,6411210000,12707200,14383800,-201.6628368169227
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,100000,1030,1018,21,9934400,9751800,182600,-972900000,862750000,-1835650000,-9650000,9751800,9934400,-99.76619700978281
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,200000,1030,1020,19,9934400,9769600,164800,-992450000,712810000,-1705260000,-57260000,9769600,9934400,-101.58553062561415
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,500000,1030,938,94,9934400,9060600,873800,-913840000,4206060000,-5119900000,3618100000,9060600,9934400,-100.85866278171423
2026-07-15,PRIMARY,200000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,1000000,1030,890,144,9934400,8581400,1353000,-839080000,6811940000,-7651020000,5878980000,8581400,9934400,-97.7789171929988
2026-07-15,PRIMARY,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,100000,1349,1313,43,13022400,12636600,385800,-2612930000,1673220000,-4286150000,-428150000,12636600,13022400,-206.7747653641011
2026-07-15,PRIMARY,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,200000,1349,1333,24,13022400,12816300,206100,-2661110000,1001970000,-3663080000,-1602080000,12816300,13022400,-207.63480879817106
2026-07-15,PRIMARY,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,500000,1349,1226,130,13022400,11764200,1258200,-2540030000,6013510000,-8553540000,4028460000,11764200,13022400,-215.91183420887097
2026-07-15,PRIMARY,200000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,1000000,1349,1208,146,13022400,11605800,1416600,-2500910000,6550220000,-9051130000,5114870000,11605800,13022400,-215.48794568233126
2026-07-15,PRIMARY,200000,STRICT_THROUGH,REFILL_BY_TIMER,100000,725,717,9,7028300,6951900,76400,-958010000,332160000,-1290170000,-526170000,6951900,7028300,-137.8054920237633
2026-07-15,PRIMARY,200000,STRICT_THROUGH,REFILL_BY_TIMER,200000,725,718,10,7028300,6946000,82300,-969080000,300570000,-1269650000,-446650000,6946000,7028300,-139.5162683558883
2026-07-15,PRIMARY,200000,STRICT_THROUGH,REFILL_BY_TIMER,500000,725,679,48,7028300,6580800,447500,-863200000,1946270000,-2809470000,1665530000,6580800,7028300,-131.1694626793095
2026-07-15,PRIMARY,200000,STRICT_THROUGH,REFILL_BY_TIMER,1000000,725,645,83,7028300,6245100,783200,-782360000,4222500000,-5004860000,2827140000,6245100,7028300,-125.27581623993211
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,100000,3737,3607,151,36111100,34781300,1329800,-4138790000,5829100000,-9967890000,3330110000,34781300,36111100,-118.99468967519903
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,200000,3737,3667,90,36111100,35345600,765500,-4240890000,3546030000,-7786920000,-131920000,35345600,36111100,-119.98353401837852
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,500000,3737,3285,470,36111100,31593400,4517700,-4160690000,21947550000,-26108240000,19068760000,31593400,36111100,-131.6949109624162
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,1000000,3737,3224,526,36111100,31058500,5052600,-4101650000,23723790000,-27825440000,22700560000,31058500,36111100,-132.06207640420496
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,100000,3004,2906,112,28834900,27825400,1009500,-1358890000,4633170000,-5992060000,4102940000,27825400,28834900,-48.83631502152709
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,200000,3004,2940,77,28834900,28167500,667400,-1406330000,2937850000,-4344180000,2329820000,28167500,28834900,-49.927398597674625
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,500000,3004,2701,314,28834900,25918700,2916200,-1278390000,14774080000,-16052470000,13109530000,25918700,28834900,-49.32307561721846
2026-07-15,PRIMARY,300000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,1000000,3004,2570,441,28834900,24610800,4224100,-1170170000,21684740000,-22854910000,19386090000,24610800,28834900,-47.54701188096283
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,100000,2045,1985,68,19788400,19186400,602000,-3422400000,2340290000,-5762690000,257310000,19186400,19788400,-178.3763499145228
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,200000,2045,2016,39,19788400,19445800,342600,-3474560000,1452380000,-4926940000,-1500940000,19445800,19788400,-178.67920065001184
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,500000,2045,1844,210,19788400,17753700,2034700,-3324310000,10017920000,-13342230000,7004770000,17753700,19788400,-187.2460388538727
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,NON_REFILL_OR_CENSORED,1000000,2045,1817,233,19788400,17527800,2260600,-3231180000,10670020000,-13901200000,8704800000,17527800,19788400,-184.34601033786328
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,100000,1150,1128,32,11103900,10825100,278800,-1060200000,1349230000,-2409430000,378570000,10825100,11103900,-97.93904906190242
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,200000,1150,1135,24,11103900,10892600,211300,-1080450000,900160000,-1980610000,132390000,10892600,11103900,-99.19119402162936
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,500000,1150,1049,104,11103900,10135100,968800,-982490000,4773560000,-5756050000,3931950000,10135100,11103900,-96.93934938974455
2026-07-15,PRIMARY,300000,QUEUE_PESSIMISTIC,REFILL_BY_TIMER,1000000,1150,995,159,11103900,9610900,1493000,-917080000,7642940000,-8560020000,6369980000,9610900,11103900,-95.42082427244067
2026-07-15,PRIMARY,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,100000,1826,1771,62,17632400,17076500,555900,-3329190000,2164120000,-5493310000,65690000,17076500,17632400,-194.95739759318363
2026-07-15,PRIMARY,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,200000,1826,1799,36,17632400,17308900,323500,-3376050000,1371550000,-4747600000,-1512600000,17308900,17632400,-195.0470567164869
2026-07-15,PRIMARY,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,500000,1826,1658,176,17632400,15916800,1715600,-3214420000,8511090000,-11725510000,5430490000,15916800,17632400,-201.95139726578208
2026-07-15,PRIMARY,300000,STRICT_THROUGH,NON_REFILL_OR_CENSORED,1000000,1826,1634,197,17632400,15723500,1908900,-3148030000,8908860000,-12056890000,7032110000,15723500,17632400,-200.21178490794034
2026-07-15,PRIMARY,300000,STRICT_THROUGH,REFILL_BY_TIMER,100000,782,771,13,7587800,7475200,112600,-1024310000,481640000,-1505950000,-379950000,7475200,7587800,-137.02777183219177
2026-07-15,PRIMARY,300000,STRICT_THROUGH,REFILL_BY_TIMER,200000,782,774,11,7587800,7499000,88800,-1031080000,312920000,-1344000000,-456000000,7499000,7587800,-137.49566608881184
2026-07-15,PRIMARY,300000,STRICT_THROUGH,REFILL_BY_TIMER,500000,782,733,51,7587800,7110300,477500,-911850000,2173270000,-3085120000,1689880000,7110300,7587800,-128.24353402810007
2026-07-15,PRIMARY,300000,STRICT_THROUGH,REFILL_BY_TIMER,1000000,782,698,87,7587800,6764600,823200,-829360000,4456500000,-5285860000,2946140000,6764600,7587800,-122.60296248115188
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,100000,1740,1655,93,16666900,15795100,871800,-1457160000,3706760000,-5163920000,3554080000,15795100,16666900,-92.25392685073219
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,200000,1740,1691,59,16666900,16121400,545500,-1491110000,2401820000,-3892930000,1562070000,16121400,16666900,-92.4925874924014
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,500000,1740,1531,220,16666900,14576200,2090700,-1395240000,10138210000,-11533450000,9373550000,14576200,16666900,-95.72042096019538
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,NON_REFILL_OR_CENSORED,1000000,1740,1467,283,16666900,14017000,2649900,-1310260000,13035180000,-14345440000,12153560000,14017000,16666900,-93.47649283013483
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,100000,2329,2246,90,22308600,21474700,833900,-1031250000,4229120000,-5260370000,3078630000,21474700,22308600,-48.021625447619755
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,200000,2329,2283,52,22308600,21843800,464800,-1044130000,2368350000,-3412480000,1235520000,21843800,22308600,-47.79983336232707
2026-07-15,STRESS,200000,OPTIMISTIC_AT_TOUCH,REFILL_BY_TIMER,500000,2329,2109,228,22308600,20176600,2132000,-922580000,10565930000,-11488510000,9831490000,20176600,22308600,-45.72524607713886
